558,Spider-Man 2,"['Action', 'Adventure', 'Fantasy']"
68721,Iron Man 3,"['Action', 'Adventure', 'ScienceFiction']"
12155,Alice in Wonderland,"['Family', 'Fantasy', 'Adventure']"
36668,X-Men: The Last Stand,"['Adventure', 'Action', 'ScienceFiction', 'Thriller']"
62211,Monsters University,"['Animation', 'Family']"
8373,Transformers: Revenge of the Fallen,"['ScienceFiction', 'Action', 'Adventure']"
91314,Transformers: Age of Extinction,"['ScienceFiction', 'Action', 'Adventure']"
68728,Oz: The Great and Powerful,"['Fantasy', 'Adventure', 'Family']"
102382,The Amazing Spider-Man 2,"['Action', 'Adventure', 'Fantasy']"
20526,TRON: Legacy,"['Adventure', 'Action', 'ScienceFiction']"
49013,Cars 2,"['Animation', 'Family', 'Adventure', 'Comedy']"
44912,Green Lantern,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']"
10193,Toy Story 3,"['Animation', 'Family', 'Comedy']"
534,Terminator Salvation,"['Action', 'ScienceFiction', 'Thriller']"
168259,Furious 7,['Action']
72190,World War Z,"['Action', 'Drama', 'Horror', 'ScienceFiction', 'Thriller']"
127585,X-Men: Days of Future Past,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']"
54138,Star Trek Into Darkness,"['Action', 'Adventure', 'ScienceFiction']"
81005,Jack the Giant Slayer,"['Action', 'Family', 'Fantasy']"
64682,The Great Gatsby,"['Drama', 'Romance']"
9543,Prince of Persia: The Sands of Time,"['Adventure', 'Fantasy', 'Action', 'Romance']"
68726,Pacific Rim,"['Action', 'ScienceFiction', 'Adventure']"
38356,Transformers: Dark of the Moon,"['Action', 'ScienceFiction', 'Adventure']"
217,Indiana Jones and the Kingdom of the Crystal Skull,"['Adventure', 'Action']"
105864,The Good Dinosaur,"['Adventure', 'Animation', 'Family']"
62177,Brave,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']"
188927,Star Trek Beyond,"['Action', 'Adventure', 'ScienceFiction']"
10681,WALL·E,"['Animation', 'Family']"
5174,Rush Hour 3,"['Action', 'Comedy', 'Crime', 'Thriller']"
14161,2012,"['Action', 'Adventure', 'ScienceFiction']"
17979,A Christmas Carol,"['Animation', 'Drama']"
76757,Jupiter Ascending,"['ScienceFiction', 'Fantasy', 'Action', 'Adventure']"
258489,The Legend of Tarzan,"['Action', 'Adventure']"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Adventure', 'Family', 'Fantasy']"
246655,X-Men: Apocalypse,['ScienceFiction']
155,The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']"
14160,Up,"['Animation', 'Comedy', 'Family', 'Adventure']"
15512,Monsters vs Aliens,"['Animation', 'Family', 'Adventure', 'ScienceFiction']"
1726,Iron Man,"['Action', 'ScienceFiction', 'Adventure']"
44826,Hugo,"['Adventure', 'Drama', 'Family']"
8487,Wild Wild West,"['Action', 'Adventure', 'Comedy', 'ScienceFiction', 'Western']"
1735,The Mummy: Tomb of the Dragon Emperor,"['Adventure', 'Action', 'Fantasy']"
297761,Suicide Squad,"['Action', 'Adventure', 'Crime', 'Fantasy', 'ScienceFiction']"
2698,Evan Almighty,"['Fantasy', 'Comedy', 'Family']"
137113,Edge of Tomorrow,"['Action', 'ScienceFiction']"
9804,Waterworld,"['Adventure', 'Action']"
14869,G.I. Joe: The Rise of Cobra,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']"
150540,Inside Out,"['Drama', 'Comedy', 'Animation', 'Family']"
278927,The Jungle Book,"['Family', 'Adventure', 'Drama', 'Fantasy']"
10138,Iron Man 2,"['Adventure', 'Action', 'ScienceFiction']"
58595,Snow White and the Huntsman,"['Adventure', 'Fantasy', 'Drama']"
102651,Maleficent,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']"
119450,Dawn of the Planet of the Apes,"['ScienceFiction', 'Action', 'Drama', 'Thriller']"
79698,The Lovers,"['Action', 'Adventure', 'ScienceFiction', 'Romance']"
64686,47 Ronin,"['Drama', 'Action', 'Adventure', 'Fantasy']"
100402,Captain America: The Winter Soldier,"['Action', 'Adventure', 'ScienceFiction']"
10192,Shrek Forever After,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']"
158852,Tomorrowland,"['Adventure', 'Family', 'Mystery', 'ScienceFiction']"
177572,Big Hero 6,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']"
82690,Wreck-It Ralph,"['Family', 'Animation', 'Comedy', 'Adventure']"
5255,The Polar Express,"['Adventure', 'Animation', 'Family', 'Fantasy']"
47933,Independence Day: Resurgence,"['Action', 'Adventure', 'ScienceFiction']"
10191,How to Train Your Dragon,"['Fantasy', 'Adventure', 'Animation', 'Family']"
296,Terminator 3: Rise of the Machines,"['Action', 'Thriller', 'ScienceFiction']"
118340,Guardians of the Galaxy,"['Action', 'ScienceFiction', 'Adventure']"
157336,Interstellar,"['Adventure', 'Drama', 'ScienceFiction']"
27205,Inception,"['Action', 'Thriller', 'ScienceFiction', 'Mystery', 'Adventure']"
315011,Shin Godzilla,"['Action', 'Adventure', 'Drama', 'Horror', 'ScienceFiction']"
49051,The Hobbit: An Unexpected Journey,"['Adventure', 'Fantasy', 'Action']"
9799,The Fast and the Furious,"['Action', 'Crime', 'Thriller']"
4922,The Curious Case of Benjamin Button,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
49538,X-Men: First Class,"['Action', 'ScienceFiction', 'Adventure']"
131634,The Hunger Games: Mockingjay - Part 2,"['Action', 'Adventure', 'ScienceFiction']"
27022,The Sorcerer's Apprentice,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']"
503,Poseidon,"['Adventure', 'Action', 'Drama', 'Thriller']"
241259,Alice Through the Looking Glass,['Fantasy']
810,Shrek the Third,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
68735,Warcraft,"['Action', 'Adventure', 'Fantasy']"
87101,Terminator Genisys,"['ScienceFiction', 'Action', 'Thriller', 'Adventure']"
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['Adventure', 'Family', 'Fantasy']"
676,Pearl Harbor,"['History', 'Romance', 'War']"
1858,Transformers,"['Adventure', 'ScienceFiction', 'Action']"
1966,Alexander,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']"
675,Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy', 'Family', 'Mystery']"
674,Harry Potter and the Goblet of Fire,"['Adventure', 'Fantasy', 'Family']"
8960,Hancock,"['Fantasy', 'Action']"
6479,I Am Legend,"['Drama', 'Horror', 'Action', 'Thriller', 'ScienceFiction']"
118,Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
2062,Ratatouille,"['Animation', 'Comedy', 'Family', 'Fantasy']"
272,Batman Begins,"['Action', 'Crime', 'Drama']"
10527,Madagascar: Escape 2 Africa,"['Family', 'Animation']"
18360,Night at the Museum: Battle of the Smithsonian,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
2080,X-Men Origins: Wolverine,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']"
605,The Matrix Revolutions,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']"
109445,Frozen,"['Animation', 'Adventure', 'Family']"
604,The Matrix Reloaded,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']"
76338,Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']"
76341,Mad Max: Fury Road,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']"
13448,Angels & Demons,"['Thriller', 'Mystery']"
10195,Thor,"['Adventure', 'Fantasy', 'Action']"
13053,Bolt,"['Animation', 'Family', 'Adventure', 'Comedy']"
19585,G-Force,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']"
57165,Wrath of the Titans,['Adventure']
62213,Dark Shadows,"['Comedy', 'Fantasy']"
177677,Mission: Impossible - Rogue Nation,"['Action', 'Adventure', 'Thriller']"
7978,The Wolfman,"['Drama', 'Horror', 'Thriller']"
5559,Bee Movie,"['Family', 'Animation', 'Adventure', 'Comedy']"
49444,Kung Fu Panda 2,"['Animation', 'Family']"
10196,The Last Airbender,"['Action', 'Adventure', 'Family', 'Fantasy']"
956,Mission: Impossible III,"['Adventure', 'Action', 'Thriller']"
117251,White House Down,"['Action', 'Drama', 'Thriller']"
50321,Mars Needs Moms,"['Adventure', 'Animation', 'Family']"
11619,Flushed Away,"['Adventure', 'Animation', 'Comedy', 'Family']"
266647,Pan,"['Adventure', 'Family', 'Fantasy']"
82703,Mr. Peabody & Sherman,"['Animation', 'Adventure', 'Family']"
652,Troy,"['Adventure', 'Drama', 'War']"
80321,Madagascar 3: Europe's Most Wanted,"['Animation', 'Family']"
36669,Die Another Day,"['Adventure', 'Action', 'Thriller']"
43074,Ghostbusters,"['Action', 'Fantasy', 'Comedy']"
95,Armageddon,"['Action', 'Thriller', 'ScienceFiction', 'Adventure']"
608,Men in Black II,"['Action', 'Adventure', 'Comedy', 'ScienceFiction']"
2310,Beowulf,"['Adventure', 'Action', 'Animation']"
140300,Kung Fu Panda 3,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
56292,Mission: Impossible - Ghost Protocol,"['Action', 'Thriller', 'Adventure']"
81188,Rise of the Guardians,"['Fantasy', 'Animation', 'Family']"
7552,Fun with Dick and Jane,['Comedy']
616,The Last Samurai,"['Drama', 'Action', 'War', 'History']"
147441,Exodus: Gods and Kings,"['Adventure', 'Drama', 'Action']"
13475,Star Trek,"['ScienceFiction', 'Action', 'Adventure']"
557,Spider-Man,"['Fantasy', 'Action']"
82702,How to Train Your Dragon 2,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
205584,Gods of Egypt,['Fantasy']
10048,Stealth,['Action']
13183,Watchmen,"['Action', 'Mystery', 'ScienceFiction']"
944,Lethal Weapon 4,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
1927,Hulk,"['Drama', 'Action', 'ScienceFiction']"
72559,G.I. Joe: Retaliation,"['Adventure', 'Action', 'ScienceFiction', 'Thriller']"
7364,Sahara,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']"
2114,Final Fantasy: The Spirits Within,"['Adventure', 'Action', 'Animation', 'Fantasy', 'ScienceFiction', 'Thriller']"
1771,Captain America: The First Avenger,"['Action', 'Adventure', 'ScienceFiction']"
36643,The World Is Not Enough,"['Adventure', 'Action', 'Thriller']"
8619,Master and Commander: The Far Side of the World,['Adventure']
50620,The Twilight Saga: Breaking Dawn - Part 2,"['Adventure', 'Fantasy', 'Drama', 'Romance']"
65759,Happy Feet Two,"['Animation', 'Comedy', 'Family']"
1724,The Incredible Hulk,"['ScienceFiction', 'Action', 'Adventure']"
267935,The BFG,"['Adventure', 'Family', 'Fantasy']"
281957,The Revenant,"['Western', 'Drama', 'Adventure', 'Thriller']"
77950,Turbo,"['Animation', 'Family']"
44896,Rango,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']"
270946,Penguins of Madagascar,"['Family', 'Animation', 'Adventure', 'Comedy']"
2503,The Bourne Ultimatum,"['Action', 'Drama', 'Mystery', 'Thriller']"
9502,Kung Fu Panda,"['Adventure', 'Animation', 'Family', 'Comedy']"
102899,Ant-Man,"['ScienceFiction', 'Action', 'Adventure']"
101299,The Hunger Games: Catching Fire,"['Adventure', 'Action', 'ScienceFiction']"
228161,Home,"['Fantasy', 'Comedy', 'Animation', 'ScienceFiction', 'Family']"
74,War of the Worlds,"['Adventure', 'Thriller', 'ScienceFiction']"
8961,Bad Boys II,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
417859,Puss in Boots,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']"
27576,Salt,"['Action', 'Mystery', 'Thriller']"
86834,Noah,"['Drama', 'Adventure']"
17578,The Adventures of Tintin,"['Adventure', 'Animation', 'Mystery']"
673,Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy', 'Family']"
6972,Australia,['Drama']
82700,After Earth,"['ScienceFiction', 'Action', 'Adventure']"
10567,Dinosaur,"['Animation', 'Family']"
181533,Night at the Museum: Secret of the Tomb,"['Adventure', 'Comedy', 'Fantasy', 'Family']"
38055,Megamind,"['Animation', 'Action', 'Comedy', 'Family', 'ScienceFiction']"
671,Harry Potter and the Philosopher's Stone,"['Adventure', 'Fantasy', 'Family']"
49524,R.I.P.D.,"['Fantasy', 'Action', 'Comedy', 'Crime']"
22,Pirates of the Caribbean: The Curse of the Black Pearl,"['Adventure', 'Fantasy', 'Action']"
131631,The Hunger Games: Mockingjay - Part 1,"['ScienceFiction', 'Adventure', 'Thriller']"
591,The Da Vinci Code,"['Thriller', 'Mystery']"
172385,Rio 2,"['Animation', 'Adventure', 'Comedy', 'Family']"
36658,X2,"['Adventure', 'Action', 'ScienceFiction', 'Thriller']"
51497,Fast Five,"['Action', 'Thriller', 'Crime']"
58574,Sherlock Holmes: A Game of Shadows,"['Adventure', 'Action', 'Crime', 'Mystery']"
18823,Clash of the Titans,"['Adventure', 'Fantasy', 'Action']"
861,Total Recall,"['Action', 'Adventure', 'ScienceFiction']"
1911,The 13th Warrior,"['Adventure', 'Fantasy', 'Action']"
49040,The Bourne Legacy,"['Action', 'Thriller']"
415,Batman & Robin,"['Action', 'Crime', 'Fantasy']"
8871,How the Grinch Stole Christmas,"['Family', 'Comedy', 'Fantasy']"
435,The Day After Tomorrow,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']"
955,Mission: Impossible II,"['Adventure', 'Action', 'Thriller']"
2133,The Perfect Storm,['Drama']
1979,Fantastic 4: Rise of the Silver Surfer,"['Adventure', 'Fantasy', 'Action', 'Thriller']"
87827,Life of Pi,"['Adventure', 'Drama', 'Action']"
1250,Ghost Rider,"['Thriller', 'Action', 'Fantasy', 'Horror']"
324668,Jason Bourne,"['Action', 'Thriller']"
9471,Charlie's Angels: Full Throttle,"['Action', 'Adventure', 'Comedy']"
70981,Prometheus,"['ScienceFiction', 'Adventure', 'Mystery']"
10996,Stuart Little 2,"['Family', 'Adventure', 'Animation', 'Comedy']"
68724,Elysium,"['ScienceFiction', 'Action', 'Drama', 'Thriller']"
2789,The Chronicles of Riddick,"['Action', 'ScienceFiction']"
97020,RoboCop,"['Action', 'ScienceFiction']"
7459,Speed Racer,"['Action', 'Family', 'ScienceFiction']"
42888,How Do You Know,"['Comedy', 'Drama', 'Romance']"
37834,Knight and Day,"['Action', 'Comedy']"
75612,Oblivion,"['Action', 'ScienceFiction', 'Adventure', 'Mystery']"
1895,Star Wars: Episode III - Revenge of the Sith,"['ScienceFiction', 'Adventure', 'Action']"
1894,Star Wars: Episode II - Attack of the Clones,"['Adventure', 'Action', 'ScienceFiction']"
585,"Monsters, Inc.","['Animation', 'Comedy', 'Family']"
76170,The Wolverine,"['Action', 'ScienceFiction', 'Adventure', 'Fantasy']"
1893,Star Wars: Episode I - The Phantom Menace,"['Adventure', 'Action', 'ScienceFiction']"
49519,The Croods,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
2395,Asterix at the Olympic Games,"['Fantasy', 'Adventure', 'Comedy', 'Family']"
12100,Windtalkers,"['Drama', 'Action', 'History', 'War']"
290595,The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']"
98566,Teenage Mutant Ninja Turtles,"['ScienceFiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']"
49047,Gravity,"['ScienceFiction', 'Thriller', 'Drama']"
9619,Dante's Peak,"['Action', 'Adventure', 'Thriller']"
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,"['Fantasy', 'Action', 'Adventure', 'Comedy']"
166424,Fantastic Four,"['Action', 'Adventure', 'ScienceFiction']"
1593,Night at the Museum,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
254128,San Andreas,"['Action', 'Drama', 'Thriller']"
714,Tomorrow Never Dies,"['Adventure', 'Action', 'Thriller']"
2024,The Patriot,"['Drama', 'History', 'War', 'Action']"
163,Ocean's Twelve,"['Thriller', 'Crime']"
787,Mr. & Mrs. Smith,"['Action', 'Comedy', 'Drama', 'Thriller']"
262500,Insurgent,"['Adventure', 'ScienceFiction', 'Thriller']"
2567,The Aviator,['Drama']
38745,Gulliver's Travels,['Comedy']
40805,The Green Hornet,"['Action', 'Crime', 'Comedy']"
53182,300: Rise of an Empire,"['Action', 'War']"
41513,The Smurfs,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
13700,Home on the Range,"['Animation', 'Family']"
262504,Allegiant,"['Adventure', 'ScienceFiction']"
39254,Real Steel,"['Action', 'ScienceFiction', 'Drama']"
77931,The Smurfs 2,"['Fantasy', 'Family', 'Comedy', 'Animation']"
1639,Speed 2: Cruise Control,"['Action', 'Adventure', 'Thriller']"
80274,Ender's Game,"['ScienceFiction', 'Action', 'Adventure']"
1571,Live Free or Die Hard,"['Action', 'Thriller']"
120,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']"
10204,Around the World in 80 Days,"['Action', 'Adventure', 'Comedy']"
8489,Ali,['Drama']
10588,The Cat in the Hat,"['Comedy', 'Fantasy', 'Family']"
2048,"I, Robot","['Action', 'ScienceFiction']"
1495,Kingdom of Heaven,"['Drama', 'Action', 'Adventure', 'History', 'War']"
10137,Stuart Little,"['Animation', 'Fantasy', 'Family', 'Comedy']"
10198,The Princess and the Frog,"['Romance', 'Family', 'Animation', 'Music']"
286217,The Martian,"['Drama', 'Adventure', 'ScienceFiction']"
1635,The Island,"['Action', 'Thriller', 'ScienceFiction', 'Adventure']"
24113,Town & Country,"['Comedy', 'Romance']"
9679,Gone in Sixty Seconds,"['Action', 'Crime', 'Thriller']"
98,Gladiator,"['Action', 'Drama', 'Adventure']"
180,Minority Report,"['Action', 'Thriller', 'ScienceFiction', 'Mystery']"
672,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy', 'Family']"
36557,Casino Royale,"['Adventure', 'Action', 'Thriller']"
869,Planet of the Apes,"['Thriller', 'ScienceFiction', 'Action', 'Adventure']"
280,Terminator 2: Judgment Day,"['Action', 'Thriller', 'ScienceFiction']"
11322,Public Enemies,"['History', 'Crime', 'Drama']"
4982,American Gangster,"['Drama', 'Crime']"
36955,True Lies,"['Action', 'Thriller']"
18487,The Taking of Pelham 1 2 3,"['Thriller', 'Drama', 'Crime']"
39451,Little Fockers,"['Comedy', 'Romance']"
27581,The Other Guys,"['Action', 'Comedy', 'Crime']"
9268,Eraser,"['Action', 'Drama', 'Mystery', 'Thriller']"
68718,Django Unchained,"['Drama', 'Western']"
10545,The Hunchback of Notre Dame,"['Drama', 'Animation', 'Family']"
11688,The Emperor's New Groove,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
76163,The Expendables 2,"['Action', 'Adventure', 'Thriller']"
2059,National Treasure,"['Adventure', 'Action', 'Thriller', 'Mystery']"
2486,Eragon,"['Fantasy', 'Action', 'Adventure', 'Family']"
16523,Where the Wild Things Are,"['Family', 'Fantasy']"
116711,Epic,"['Animation', 'Adventure', 'Family', 'Fantasy']"
37710,The Tourist,"['Action', 'Thriller', 'Romance']"
9946,End of Days,"['Action', 'Fantasy', 'Horror', 'Mystery']"
1372,Blood Diamond,"['Drama', 'Thriller', 'Action']"
106646,The Wolf of Wall Street,"['Crime', 'Drama', 'Comedy']"
414,Batman Forever,"['Action', 'Crime', 'Fantasy']"
563,Starship Troopers,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']"
83542,Cloud Atlas,"['Drama', 'ScienceFiction']"
41216,Legend of the Guardians: The Owls of Ga'Hoole,"['Animation', 'Adventure', 'Family', 'Fantasy']"
314,Catwoman,"['Action', 'Crime']"
184315,Hercules,"['Action', 'Adventure']"
9016,Treasure Planet,"['Adventure', 'Animation', 'Family', 'Fantasy', 'ScienceFiction']"
18162,Land of the Lost,"['Adventure', 'Comedy', 'ScienceFiction']"
138103,The Expendables 3,"['Action', 'Adventure', 'Thriller']"
257088,Point Break,"['Action', 'Crime', 'Thriller']"
10214,Son of the Mask,"['Fantasy', 'Comedy', 'Family', 'Adventure']"
205775,In the Heart of the Sea,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']"
11692,The Adventures of Pluto Nash,"['Action', 'Comedy', 'ScienceFiction']"
22972,Green Zone,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']"
227973,The Peanuts Movie,['Animation']
29193,The Spanish Prisoner,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1734,The Mummy Returns,"['Adventure', 'Action', 'Fantasy']"
3131,Gangs of New York,"['Drama', 'History', 'Crime']"
76758,The Flowers of War,"['Drama', 'History', 'War']"
9408,Surf's Up,"['Animation', 'Comedy', 'Family']"
9890,The Stepford Wives,"['Action', 'Comedy', 'ScienceFiction']"
855,Black Hawk Down,"['Action', 'History', 'War']"
77953,The Campaign,['Comedy']
18,The Fifth Element,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'ScienceFiction']"
37786,Sex and the City 2,"['Comedy', 'Drama', 'Romance']"
10501,The Road to El Dorado,"['Adventure', 'Animation', 'Comedy', 'Family']"
57800,Ice Age: Continental Drift,"['Animation', 'Comedy', 'Adventure', 'Family']"
150689,Cinderella,"['Romance', 'Fantasy', 'Family', 'Drama']"
7980,The Lovely Bones,"['Fantasy', 'Drama']"
12,Finding Nemo,"['Animation', 'Family']"
122,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']"
121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']"
68737,Seventh Son,"['Adventure', 'Fantasy']"
1995,Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']"
157353,Transcendence,"['Thriller', 'ScienceFiction', 'Drama', 'Mystery']"
331,Jurassic Park III,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']"
61791,Rise of the Planet of the Apes,"['Thriller', 'Action', 'Drama', 'ScienceFiction']"
8204,The Spiderwick Chronicles,"['Adventure', 'Family', 'Fantasy']"
47964,A Good Day to Die Hard,"['Action', 'Thriller']"
10733,The Alamo,"['Western', 'History', 'War']"
9806,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']"
1408,Cutthroat Island,"['Action', 'Adventure']"
32657,Percy Jackson & the Olympians: The Lightning Thief,"['Adventure', 'Fantasy', 'Family']"
607,Men in Black,"['Action', 'Adventure', 'Comedy', 'ScienceFiction']"
863,Toy Story 2,"['Animation', 'Comedy', 'Family']"
44048,Unstoppable,"['Action', 'Thriller']"
5175,Rush Hour 2,"['Action', 'Comedy', 'Crime', 'Thriller']"
2655,What Lies Beneath,"['Drama', 'Horror', 'Mystery', 'Thriller']"
22794,Cloudy with a Chance of Meatballs,"['Animation', 'Comedy', 'Family']"
8355,Ice Age: Dawn of the Dinosaurs,"['Animation', 'Comedy', 'Family', 'Adventure']"
116745,The Secret Life of Walter Mitty,"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
4327,Charlie's Angels,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
1422,The Departed,"['Drama', 'Thriller', 'Crime']"
10674,Mulan,"['Animation', 'Family', 'Adventure']"
7446,Tropic Thunder,"['Action', 'Comedy']"
65754,The Girl with the Dragon Tattoo,"['Thriller', 'Crime', 'Mystery', 'Drama']"
1572,Die Hard: With a Vengeance,"['Action', 'Thriller']"
10528,Sherlock Holmes,"['Action', 'Adventure', 'Crime', 'Mystery']"
271969,Ben-Hur,['Drama']
10865,Atlantis: The Lost Empire,"['Animation', 'Family', 'Adventure', 'ScienceFiction']"
258509,Alvin and the Chipmunks: The Road Chip,"['Adventure', 'Animation', 'Comedy', 'Family']"
2253,Valkyrie,"['Drama', 'Thriller', 'History', 'War']"
10661,You Don't Mess with the Zohan,"['Comedy', 'Action']"
257344,Pixels,"['Action', 'Comedy', 'ScienceFiction']"
644,A.I. Artificial Intelligence,"['Drama', 'ScienceFiction', 'Adventure']"
10756,The Haunted Mansion,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']"
686,Contact,"['Drama', 'ScienceFiction', 'Mystery']"
9383,Hollow Man,"['Action', 'ScienceFiction', 'Thriller']"
179,The Interpreter,"['Crime', 'Thriller']"
76285,Percy Jackson: Sea of Monsters,"['Adventure', 'Family', 'Fantasy']"
1996,Lara Croft Tomb Raider: The Cradle of Life,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
291805,Now You See Me 2,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']"
10003,The Saint,"['Thriller', 'Action', 'Romance', 'ScienceFiction', 'Adventure']"
1535,Spy Game,"['Action', 'Crime', 'Thriller']"
2067,Mission to Mars,['ScienceFiction']
46195,Rio,"['Animation', 'Adventure', 'Comedy', 'Family']"
2277,Bicentennial Man,"['Comedy', 'ScienceFiction']"
10357,Volcano,"['ScienceFiction', 'Action', 'Drama', 'Thriller']"
4477,The Devil's Own,"['Crime', 'Thriller', 'Drama']"
8665,K-19: The Widowmaker,"['Drama', 'History', 'Thriller']"
9387,Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']"
921,Cinderella Man,"['Romance', 'Drama', 'History']"
49852,The Nutcracker: The Untold Story,"['Fantasy', 'Action', 'Family']"
4464,Seabiscuit,"['Drama', 'History']"
664,Twister,"['Action', 'Adventure', 'Drama']"
8358,Cast Away,"['Adventure', 'Drama']"
9836,Happy Feet,"['Animation', 'Comedy']"
2502,The Bourne Supremacy,"['Action', 'Drama', 'Thriller']"
9772,Air Force One,"['Action', 'Thriller']"
161,Ocean's Eleven,"['Thriller', 'Crime']"
